,name,sex,births,year
41236,Roseanna,F,7,1896
41237,Roxy,F,7,1896
41238,Sayde,F,7,1896
41239,Sigrid,F,7,1896
41240,Tabitha,F,7,1896
41241,Teckla,F,7,1896
41242,Thressa,F,7,1896
41243,Tilla,F,7,1896
41244,Vadie,F,7,1896
41245,Veatrice,F,7,1896
41246,Vernal,F,7,1896
41247,Vinie,F,7,1896
41248,Walburga,F,7,1896
41249,Wava,F,7,1896
41250,Wavie,F,7,1896
41251,Zela,F,7,1896
41252,Zelia,F,7,1896
41253,Zelpha,F,7,1896
41254,Abby,F,6,1896
41255,Aleda,F,6,1896
41256,Alexina,F,6,1896
41257,Alfretta,F,6,1896
41258,Alleen,F,6,1896
41259,Allen,F,6,1896
41260,Alzina,F,6,1896
41261,Angele,F,6,1896
41262,Ardelia,F,6,1896
41263,Artelia,F,6,1896
41264,Arva,F,6,1896
41265,Asenath,F,6,1896
41266,Assunta,F,6,1896
41267,Astrid,F,6,1896
41268,Audry,F,6,1896
41269,Beatrix,F,6,1896
41270,Beckie,F,6,1896
41271,Bevie,F,6,1896
41272,Birda,F,6,1896
41273,Bruce,F,6,1896
41274,Candelaria,F,6,1896
41275,Carie,F,6,1896
41276,Carolyne,F,6,1896
41277,Celie,F,6,1896
41278,Cellie,F,6,1896
41279,Charlottie,F,6,1896
41280,Chlora,F,6,1896
41281,Chrystal,F,6,1896
41282,Clarabelle,F,6,1896
41283,Cleola,F,6,1896
41284,Cloe,F,6,1896
41285,Clotilde,F,6,1896
41286,Clyda,F,6,1896
41287,Columbia,F,6,1896
41288,Creasie,F,6,1896
41289,Cruz,F,6,1896
41290,Dagmar,F,6,1896
41291,Dean,F,6,1896
41292,Dellar,F,6,1896
41293,Dellia,F,6,1896
41294,Dicy,F,6,1896
41295,Dollye,F,6,1896
41296,Doretha,F,6,1896
41297,Dot,F,6,1896
41298,Dott,F,6,1896
41299,Early,F,6,1896
41300,Effa,F,6,1896
41301,Elfrida,F,6,1896
41302,Elgie,F,6,1896
41303,Elvia,F,6,1896
41304,Ema,F,6,1896
41305,Emmaline,F,6,1896
41306,Eola,F,6,1896
41307,Epsie,F,6,1896
41308,Erin,F,6,1896
41309,Ernestina,F,6,1896
41310,Esma,F,6,1896
41311,Essa,F,6,1896
41312,Eulala,F,6,1896
41313,Evelena,F,6,1896
41314,Fidelia,F,6,1896
41315,Floretta,F,6,1896
41316,Floye,F,6,1896
41317,Freada,F,6,1896
41318,Fredda,F,6,1896
41319,Fredonia,F,6,1896
41320,Fronnie,F,6,1896
41321,Garnette,F,6,1896
41322,Gertude,F,6,1896
41323,Girtrude,F,6,1896
41324,Gola,F,6,1896
41325,Gwen,F,6,1896
41326,Harold,F,6,1896
41327,Hila,F,6,1896
41328,Hilder,F,6,1896
41329,Isola,F,6,1896
41330,Janetta,F,6,1896
41331,Jeannetta,F,6,1896
41332,Johannah,F,6,1896
41333,Lanie,F,6,1896
41334,Laurel,F,6,1896
41335,Leitha,F,6,1896
41336,Leon,F,6,1896
41337,Leonor,F,6,1896
41338,Lilah,F,6,1896
41339,Lolita,F,6,1896
41340,Loney,F,6,1896
41341,Lorinda,F,6,1896
41342,Loula,F,6,1896
41343,Lovella,F,6,1896
41344,Lovey,F,6,1896
41345,Luz,F,6,1896
41346,Lynn,F,6,1896
41347,Macy,F,6,1896
41348,Madelene,F,6,1896
41349,Madgie,F,6,1896
41350,Madora,F,6,1896
41351,Mai,F,6,1896
41352,Maisie,F,6,1896
41353,Mame,F,6,1896
41354,Mannie,F,6,1896
41355,Manuelita,F,6,1896
41356,Maple,F,6,1896
41357,Mardell,F,6,1896
41358,Margarett,F,6,1896
41359,Mariana,F,6,1896
41360,Marquerite,F,6,1896
41361,Maryanna,F,6,1896
41362,Massie,F,6,1896
41363,Metha,F,6,1896
41364,Miranda,F,6,1896
41365,Monie,F,6,1896
41366,Mozell,F,6,1896
41367,Murl,F,6,1896
41368,Nolia,F,6,1896
41369,Nolie,F,6,1896
41370,Norene,F,6,1896
41371,Nydia,F,6,1896
41372,Octavie,F,6,1896
41373,Offie,F,6,1896
41374,Oneita,F,6,1896
41375,Oneta,F,6,1896
41376,Orah,F,6,1896
41377,Orelia,F,6,1896
41378,Otto,F,6,1896
41379,Palma,F,6,1896
41380,Patty,F,6,1896
41381,Paul,F,6,1896
41382,Pearley,F,6,1896
41383,Penelope,F,6,1896
41384,Percy,F,6,1896
41385,Pernie,F,6,1896
41386,Philip,F,6,1896
41387,Pinkey,F,6,1896
41388,Pinky,F,6,1896
41389,Princess,F,6,1896
41390,Raymond,F,6,1896
41391,Rebekah,F,6,1896
41392,Reina,F,6,1896
41393,Reka,F,6,1896
41394,Renna,F,6,1896
41395,Salina,F,6,1896
41396,Santa,F,6,1896
41397,Santos,F,6,1896
41398,Savanah,F,6,1896
41399,Sofie,F,6,1896
41400,Suda,F,6,1896
41401,Syble,F,6,1896
41402,Sylva,F,6,1896
41403,Teodora,F,6,1896
41404,Theola,F,6,1896
41405,Tollie,F,6,1896
41406,Trannie,F,6,1896
41407,Trilby,F,6,1896
41408,Unknown,F,6,1896
41409,Verena,F,6,1896
41410,Vernia,F,6,1896
41411,Villa,F,6,1896
41412,Vincenza,F,6,1896
41413,Viney,F,6,1896
41414,Wilhelmena,F,6,1896
41415,Zelphia,F,6,1896
41416,Zera,F,6,1896
41417,Zeta,F,6,1896
41418,Zilpha,F,6,1896
41419,Zina,F,6,1896
41420,Zylpha,F,6,1896
41421,Adel,F,5,1896
41422,Adline,F,5,1896
41423,Adra,F,5,1896
41424,Agusta,F,5,1896
41425,Albena,F,5,1896
41426,Aleen,F,5,1896
41427,Alethea,F,5,1896
41428,Alethia,F,5,1896
41429,Aletta,F,5,1896
41430,Alverda,F,5,1896
41431,Alwine,F,5,1896
41432,Amelie,F,5,1896
41433,Angelica,F,5,1896
41434,Anice,F,5,1896
41435,Anthony,F,5,1896
41436,Antoinetta,F,5,1896
41437,Antonetta,F,5,1896
41438,Antonina,F,5,1896
41439,Apolonia,F,5,1896
41440,Arabelle,F,5,1896
41441,Arthelia,F,5,1896
41442,Arvella,F,5,1896
41443,Auda,F,5,1896
41444,Axie,F,5,1896
41445,Balbina,F,5,1896
41446,Beatric,F,5,1896
41447,Bertina,F,5,1896
41448,Bette,F,5,1896
41449,Birdia,F,5,1896
41450,Bitha,F,5,1896
41451,Borghild,F,5,1896
41452,Brownie,F,5,1896
41453,Burnice,F,5,1896
41454,Byrd,F,5,1896
41455,Calla,F,5,1896
41456,Candy,F,5,1896
41457,Carl,F,5,1896
41458,Carlota,F,5,1896
41459,Carroll,F,5,1896
41460,Caryl,F,5,1896
41461,Catheryn,F,5,1896
41462,Cattie,F,5,1896
41463,Chaney,F,5,1896
41464,Charline,F,5,1896
41465,Christiana,F,5,1896
41466,Clarabel,F,5,1896
41467,Cleda,F,5,1896
41468,Clem,F,5,1896
41469,Cleone,F,5,1896
41470,Corena,F,5,1896
41471,Courtney,F,5,1896
41472,Crescentia,F,5,1896
41473,Cressie,F,5,1896
41474,Cuma,F,5,1896
41475,Darlene,F,5,1896
41476,Deane,F,5,1896
41477,Decie,F,5,1896
41478,Delcie,F,5,1896
41479,Deliah,F,5,1896
41480,Dorotea,F,5,1896
41481,Dortha,F,5,1896
41482,Dossie,F,5,1896
41483,Dula,F,5,1896
41484,Earle,F,5,1896
41485,Earnestine,F,5,1896
41486,Editha,F,5,1896
41487,Edla,F,5,1896
41488,Elberta,F,5,1896
41489,Elease,F,5,1896
41490,Elizabeath,F,5,1896
41491,Ellanora,F,5,1896
41492,Elmina,F,5,1896
41493,Elsye,F,5,1896
41494,Elzie,F,5,1896
41495,Emaline,F,5,1896
41496,Emil,F,5,1896
41497,Erla,F,5,1896
41498,Ethie,F,5,1896
41499,Ethlyn,F,5,1896
41500,Ethyle,F,5,1896
41501,Etter,F,5,1896
41502,Evah,F,5,1896
41503,Everlena,F,5,1896
41504,Felicita,F,5,1896
41505,Felicitas,F,5,1896
41506,Felipa,F,5,1896
41507,Flavia,F,5,1896
41508,Floe,F,5,1896
41509,Gabrielle,F,5,1896
41510,Gale,F,5,1896
41511,Georgian,F,5,1896
41512,Girlie,F,5,1896
41513,Glee,F,5,1896
41514,Glendora,F,5,1896
41515,Golde,F,5,1896
41516,Grady,F,5,1896
41517,Haidee,F,5,1896
41518,Herma,F,5,1896
41519,Hettye,F,5,1896
41520,Holly,F,5,1896
41521,Homer,F,5,1896
41522,Honor,F,5,1896
41523,Hortensia,F,5,1896
41524,Hyacinth,F,5,1896
41525,Ignacia,F,5,1896
41526,Ilah,F,5,1896
41527,Ilene,F,5,1896
41528,Iler,F,5,1896
41529,Inis,F,5,1896
41530,Ionia,F,5,1896
41531,Iowa,F,5,1896
41532,Isobel,F,5,1896
41533,Itha,F,5,1896
41534,Ivadell,F,5,1896
41535,Ivey,F,5,1896
41536,Izola,F,5,1896
41537,Jack,F,5,1896
41538,Jay,F,5,1896
41539,Jemima,F,5,1896
41540,Jerusha,F,5,1896
41541,Jesusa,F,5,1896
41542,Jinnie,F,5,1896
41543,Joana,F,5,1896
41544,Jocie,F,5,1896
41545,Johnny,F,5,1896
41546,Jose,F,5,1896
41547,Josefita,F,5,1896
41548,Judy,F,5,1896
41549,Jule,F,5,1896
41550,Julian,F,5,1896
41551,Kara,F,5,1896
41552,Katherina,F,5,1896
41553,Lalla,F,5,1896
41554,Lallie,F,5,1896
41555,Laney,F,5,1896
41556,Laurence,F,5,1896
41557,Laurene,F,5,1896
41558,Ledora,F,5,1896
41559,Leita,F,5,1896
41560,Lemmie,F,5,1896
41561,Lethie,F,5,1896
41562,Lidia,F,5,1896
41563,Lille,F,5,1896
41564,Lilliemae,F,5,1896
41565,Lilyan,F,5,1896
41566,Lisa,F,5,1896
41567,Lisetta,F,5,1896
41568,Loie,F,5,1896
41569,Lolo,F,5,1896
41570,Loy,F,5,1896
41571,Lucetta,F,5,1896
41572,Lupe,F,5,1896
41573,Madolyn,F,5,1896
41574,Maebelle,F,5,1896
41575,Maie,F,5,1896
41576,Maizie,F,5,1896
41577,Manie,F,5,1896
41578,Margart,F,5,1896
41579,Margot,F,5,1896
41580,Margueritte,F,5,1896
41581,Marianna,F,5,1896
41582,Mata,F,5,1896
41583,Mattye,F,5,1896
41584,Maudine,F,5,1896
41585,Merna,F,5,1896
41586,Meryl,F,5,1896
41587,Milly,F,5,1896
41588,Minnette,F,5,1896
41589,Moselle,F,5,1896
41590,Natalia,F,5,1896
41591,Neely,F,5,1896
41592,Neita,F,5,1896
41593,Neola,F,5,1896
41594,Nicey,F,5,1896
41595,Olivette,F,5,1896
41596,Oneida,F,5,1896
41597,Orilla,F,5,1896
41598,Orlean,F,5,1896
41599,Orma,F,5,1896
41600,Otilia,F,5,1896
41601,Paulyne,F,5,1896
41602,Phenie,F,5,1896
41603,Phylis,F,5,1896
41604,Pilar,F,5,1896
41605,Pina,F,5,1896
41606,Reine,F,5,1896
41607,Richard,F,5,1896
41608,Rissie,F,5,1896
41609,Rona,F,5,1896
41610,Rosario,F,5,1896
41611,Rosebud,F,5,1896
41612,Rosemarie,F,5,1896
41613,Rosey,F,5,1896
41614,Rue,F,5,1896
41615,Ruey,F,5,1896
41616,Saima,F,5,1896
41617,Salena,F,5,1896
41618,Sallye,F,5,1896
41619,Saphronia,F,5,1896
41620,Sarepta,F,5,1896
41621,Savilla,F,5,1896
41622,Sedonia,F,5,1896
41623,Senie,F,5,1896
41624,Sevilla,F,5,1896
41625,Simona,F,5,1896
41626,Sonia,F,5,1896
41627,Susana,F,5,1896
41628,Sweetie,F,5,1896
41629,Sybilla,F,5,1896
41630,Sydney,F,5,1896
41631,Talitha,F,5,1896
41632,Tekla,F,5,1896
41633,Temple,F,5,1896
41634,Tera,F,5,1896
41635,Tess,F,5,1896
41636,Theda,F,5,1896
41637,Theodosia,F,5,1896
41638,Thula,F,5,1896
41639,Thyra,F,5,1896
41640,Trixie,F,5,1896
41641,Troy,F,5,1896
41642,Trudy,F,5,1896
41643,Trula,F,5,1896
41644,Tula,F,5,1896
41645,Valera,F,5,1896
41646,Vangie,F,5,1896
41647,Vela,F,5,1896
41648,Veneta,F,5,1896
41649,Venia,F,5,1896
41650,Vietta,F,5,1896
41651,Virda,F,5,1896
41652,Virdie,F,5,1896
41653,Vista,F,5,1896
41654,Vola,F,5,1896
41655,Weltha,F,5,1896
41656,Williemae,F,5,1896
41657,Wilna,F,5,1896
41658,Woodie,F,5,1896
41659,Zana,F,5,1896
41660,Zanie,F,5,1896
41661,Zara,F,5,1896
41662,Zeda,F,5,1896
41663,Zorah,F,5,1896
41664,John,M,8138,1896
41665,William,M,7747,1896
41666,James,M,5206,1896
41667,George,M,4286,1896
41668,Charles,M,3639,1896
41669,Joseph,M,3051,1896
41670,Frank,M,2845,1896
41671,Robert,M,2719,1896
41672,Edward,M,2296,1896
41673,Henry,M,2183,1896
41674,Harry,M,2091,1896
41675,Thomas,M,2088,1896
41676,Walter,M,2017,1896
41677,Arthur,M,1821,1896
41678,Albert,M,1434,1896
41679,Fred,M,1393,1896
41680,Clarence,M,1254,1896
41681,Willie,M,1092,1896
41682,Roy,M,1027,1896
41683,Paul,M,964,1896
41684,Earl,M,892,1896
41685,Louis,M,871,1896
41686,Harold,M,862,1896
41687,Raymond,M,859,1896
41688,Carl,M,852,1896
41689,Richard,M,834,1896
41690,Joe,M,767,1896
41691,David,M,765,1896
41692,Ernest,M,764,1896
41693,Ralph,M,746,1896
41694,Samuel,M,734,1896
41695,Charlie,M,714,1896
41696,Howard,M,677,1896
41697,Herbert,M,635,1896
41698,Jesse,M,586,1896
41699,Elmer,M,576,1896
41700,Andrew,M,566,1896
41701,Daniel,M,561,1896
41702,Francis,M,551,1896
41703,Jack,M,539,1896
41704,Oscar,M,539,1896
41705,Alfred,M,527,1896
41706,Sam,M,518,1896
41707,Will,M,508,1896
41708,Eugene,M,507,1896
41709,Lawrence,M,499,1896
41710,Leo,M,497,1896
41711,Lee,M,455,1896
41712,Herman,M,427,1896
41713,Ray,M,426,1896
41714,Benjamin,M,416,1896
41715,Peter,M,402,1896
41716,Michael,M,399,1896
41717,Claude,M,398,1896
41718,Floyd,M,396,1896
41719,Lewis,M,386,1896
41720,Frederick,M,381,1896
41721,Clyde,M,372,1896
41722,Edwin,M,351,1896
41723,Leonard,M,350,1896
41724,Martin,M,343,1896
41725,Tom,M,339,1896
41726,Chester,M,329,1896
41727,Russell,M,327,1896
41728,Lester,M,318,1896
41729,Clifford,M,311,1896
41730,Lloyd,M,308,1896
41731,Edgar,M,306,1896
41732,Ben,M,299,1896
41733,Harvey,M,292,1896
41734,Jim,M,281,1896
41735,Leroy,M,278,1896
41736,Anthony,M,276,1896
41737,Luther,M,265,1896
41738,Hugh,M,263,1896
41739,Eddie,M,262,1896
41740,Guy,M,262,1896
41741,Stanley,M,259,1896
41742,Homer,M,258,1896
41743,Otto,M,250,1896
41744,Ed,M,246,1896
41745,Bernard,M,241,1896
41746,Jacob,M,241,1896
41747,Theodore,M,241,1896
41748,Leslie,M,237,1896
41749,Leon,M,235,1896
41750,Alexander,M,232,1896
41751,Archie,M,230,1896
41752,Jessie,M,229,1896
41753,Everett,M,224,1896
41754,Allen,M,219,1896
41755,Philip,M,218,1896
41756,Patrick,M,214,1896
41757,Donald,M,211,1896
41758,Horace,M,204,1896
41759,Victor,M,201,1896
41760,Cecil,M,200,1896
41761,Milton,M,194,1896
41762,Oliver,M,194,1896
41763,Isaac,M,191,1896
41764,Ira,M,190,1896
41765,Alvin,M,183,1896
41766,August,M,180,1896
41767,Norman,M,178,1896
41768,Sidney,M,176,1896
41769,Kenneth,M,175,1896
41770,Glenn,M,174,1896
41771,Julius,M,174,1896
41772,Bert,M,173,1896
41773,Marion,M,172,1896
41774,Charley,M,168,1896
41775,Alex,M,165,1896
41776,Stephen,M,164,1896
41777,Lonnie,M,159,1896
41778,Melvin,M,158,1896
41779,Bryan,M,157,1896
41780,Percy,M,157,1896
41781,Willard,M,152,1896
41782,Mack,M,148,1896
41783,Max,M,145,1896
41784,Rufus,M,145,1896
41785,Wesley,M,145,1896
41786,Willis,M,145,1896
41787,Earnest,M,144,1896
41788,Emil,M,143,1896
41789,Virgil,M,138,1896
41790,Morris,M,136,1896
41791,Hobart,M,135,1896
41792,Dan,M,133,1896
41793,Wallace,M,130,1896
41794,Gilbert,M,129,1896
41795,Vernon,M,129,1896
41796,Maurice,M,127,1896
41797,Warren,M,125,1896
41798,Otis,M,124,1896
41799,Matthew,M,123,1896
41800,Mckinley,M,121,1896
41801,Wilbur,M,120,1896
41802,Hubert,M,119,1896
41803,Mark,M,119,1896
41804,Dave,M,118,1896
41805,Marshall,M,118,1896
41806,Gordon,M,117,1896
41807,Johnnie,M,116,1896
41808,Emmett,M,113,1896
41809,Glen,M,113,1896
41810,Vincent,M,112,1896
41811,Perry,M,111,1896
41812,Sylvester,M,111,1896
41813,Amos,M,110,1896
41814,Edmund,M,110,1896
41815,Nathan,M,110,1896
41816,Abraham,M,109,1896
41817,Rudolph,M,108,1896
41818,Curtis,M,107,1896
41819,Ellis,M,106,1896
41820,Nicholas,M,106,1896
41821,Jose,M,104,1896
41822,Manuel,M,104,1896
41823,Arnold,M,102,1896
41824,Clayton,M,102,1896
41825,Sherman,M,100,1896
41826,Calvin,M,98,1896
41827,Adam,M,96,1896
41828,Bennie,M,96,1896
41829,Elbert,M,96,1896
41830,Franklin,M,96,1896
41831,Clifton,M,95,1896
41832,Gerald,M,95,1896
41833,Gus,M,95,1896
41834,Jerry,M,94,1896
41835,Steve,M,94,1896
41836,Adolph,M,93,1896
41837,Clinton,M,93,1896
41838,Marvin,M,93,1896
41839,Ollie,M,93,1896
41840,Roland,M,92,1896
41841,Claud,M,90,1896
41842,Dennis,M,90,1896
41843,Jasper,M,90,1896
41844,Reuben,M,90,1896
41845,Alonzo,M,89,1896
41846,Orville,M,89,1896
41847,Phillip,M,89,1896
41848,Jake,M,88,1896
41849,Elijah,M,87,1896
41850,Forrest,M,87,1896
41851,Irving,M,87,1896
41852,Jess,M,87,1896
41853,Bill,M,86,1896
41854,Nelson,M,86,1896
41855,Cornelius,M,85,1896
41856,Mike,M,85,1896
41857,Simon,M,85,1896
41858,Roscoe,M,84,1896
41859,Felix,M,83,1896
41860,Owen,M,83,1896
41861,Ross,M,83,1896
41862,Moses,M,81,1896
41863,Harrison,M,79,1896
41864,Irvin,M,79,1896
41865,Jay,M,78,1896
41866,Jerome,M,76,1896
41867,Johnie,M,75,1896
41868,Grover,M,74,1896
41869,Christopher,M,73,1896
41870,Nathaniel,M,73,1896
41871,Wilson,M,73,1896
41872,Douglas,M,72,1896
41873,Ivan,M,72,1896
41874,Timothy,M,72,1896
41875,Dock,M,71,1896
41876,Grant,M,71,1896
41877,Wilfred,M,71,1896
41878,Roger,M,70,1896
41879,Aaron,M,69,1896
41880,Bruce,M,69,1896
41881,Noah,M,69,1896
41882,Alva,M,68,1896
41883,Levi,M,68,1896
41884,Don,M,66,1896
41885,Harley,M,64,1896
41886,Millard,M,64,1896
41887,Dewey,M,63,1896
41888,Juan,M,63,1896
41889,Monroe,M,63,1896
41890,Pete,M,63,1896
41891,Silas,M,63,1896
41892,Wade,M,63,1896
41893,Austin,M,62,1896
41894,Jeff,M,62,1896
41895,Wiley,M,62,1896
41896,Leland,M,61,1896
41897,Karl,M,60,1896
41898,Byron,M,59,1896
41899,Laurence,M,59,1896
41900,Barney,M,58,1896
41901,Clark,M,58,1896
41902,Edmond,M,58,1896
41903,Grady,M,57,1896
41904,Julian,M,57,1896
41905,Mary,M,57,1896
41906,Cleveland,M,56,1896
41907,Loyd,M,56,1896
41908,Tony,M,56,1896
41909,Ervin,M,55,1896
41910,Wayne,M,55,1896
41911,Ike,M,54,1896
41912,Augustus,M,53,1896
41913,Chris,M,53,1896
41914,Earle,M,53,1896
41915,Preston,M,53,1896
41916,Emanuel,M,52,1896
41917,Abe,M,51,1896
41918,Aubrey,M,50,1896
41919,Carroll,M,50,1896
41920,Erwin,M,50,1896
41921,Forest,M,50,1896
41922,Ruben,M,49,1896
41923,Fredrick,M,48,1896
41924,Malcolm,M,48,1896
41925,Garrett,M,47,1896
41926,Hobert,M,47,1896
41927,Neil,M,47,1896
41928,Anton,M,46,1896
41929,Delbert,M,46,1896
41930,Emory,M,46,1896
41931,Hiram,M,46,1896
41932,Jimmie,M,46,1896
41933,Andy,M,45,1896
41934,Bob,M,45,1896
41935,Ezra,M,45,1896
41936,Louie,M,45,1896
41937,Luke,M,45,1896
41938,Mose,M,45,1896
41939,Tommie,M,45,1896
41940,Merle,M,44,1896
41941,Solomon,M,44,1896
41942,Eli,M,43,1896
41943,Foster,M,43,1896
41944,Jeremiah,M,43,1896
41945,Ambrose,M,42,1896
41946,Burton,M,42,1896
41947,Conrad,M,42,1896
41948,Major,M,42,1896
41949,Miles,M,42,1896
41950,Ora,M,42,1896
41951,Emery,M,41,1896
41952,Ward,M,41,1896
41953,Ferdinand,M,40,1896
41954,Jennings,M,40,1896
41955,Mathew,M,40,1896
41956,Pedro,M,40,1896
41957,Walker,M,40,1896
41958,Wilbert,M,40,1896
41959,Anderson,M,39,1896
41960,Edd,M,39,1896
41961,Gustave,M,39,1896
41962,Marcus,M,39,1896
41963,Riley,M,39,1896
41964,Columbus,M,38,1896
41965,Johnny,M,38,1896
41966,Larry,M,38,1896
41967,Lon,M,38,1896
41968,Omer,M,38,1896
41969,Cyril,M,37,1896
41970,Joel,M,37,1896
41971,Lynn,M,37,1896
41972,Mitchell,M,37,1896
41973,Pearl,M,37,1896
41974,Van,M,37,1896
41975,Christian,M,36,1896
41976,Dale,M,36,1896
41977,Vern,M,36,1896
41978,Antonio,M,35,1896
41979,Bud,M,35,1896
41980,Elwood,M,35,1896
41981,General,M,35,1896
41982,Lorenzo,M,35,1896
41983,Lyle,M,35,1896
41984,Neal,M,35,1896
41985,Rex,M,35,1896
41986,Allan,M,34,1896
41987,Basil,M,34,1896
41988,Boyd,M,34,1896
41989,Emile,M,34,1896
41990,Ned,M,34,1896
41991,Newton,M,34,1896
41992,Clair,M,33,1896
41993,Gustav,M,33,1896
41994,Asa,M,32,1896
41995,Clement,M,32,1896
41996,Jackson,M,32,1896
41997,Loren,M,32,1896
41998,Taylor,M,32,1896
41999,Troy,M,32,1896
42000,Ulysses,M,32,1896
42001,Allie,M,31,1896
42002,Alton,M,31,1896
42003,Carlton,M,31,1896
42004,Dewitt,M,31,1896
42005,Ellsworth,M,31,1896
42006,Fletcher,M,31,1896
42007,Hugo,M,31,1896
42008,Isiah,M,31,1896
42009,Junius,M,31,1896
42010,Milo,M,31,1896
42011,Murray,M,31,1896
42012,Myron,M,31,1896
42013,Nick,M,31,1896
42014,Scott,M,31,1896
42015,Carlos,M,30,1896
42016,Clay,M,30,1896
42017,Joshua,M,30,1896
42018,Reginald,M,30,1896
42019,Ted,M,30,1896
42020,Dallas,M,29,1896
42021,Enoch,M,29,1896
42022,Gene,M,29,1896
42023,Herschel,M,29,1896
42024,Houston,M,29,1896
42025,Lowell,M,29,1896
42026,Dwight,M,28,1896
42027,Elias,M,28,1896
42028,Matt,M,28,1896
42029,Spencer,M,28,1896
42030,Al,M,27,1896
42031,Clem,M,27,1896
42032,Cleo,M,27,1896
42033,Dick,M,27,1896
42034,Dudley,M,27,1896
42035,Francisco,M,27,1896
42036,Harris,M,27,1896
42037,Irwin,M,27,1896
42038,Israel,M,27,1896
42039,Jean,M,27,1896
42040,Lucius,M,27,1896
42041,Pat,M,27,1896
42042,Stewart,M,27,1896
42043,Alphonse,M,26,1896
42044,Bryant,M,26,1896
42045,Clint,M,26,1896
42046,Olin,M,26,1896
42047,Porter,M,26,1896
42048,Prince,M,26,1896
42049,Royal,M,26,1896
42050,Russel,M,26,1896
42051,Aloysius,M,25,1896
42052,Elliott,M,25,1896
42053,Eric,M,25,1896
42054,Freeman,M,25,1896
42055,Green,M,25,1896
42056,Isadore,M,25,1896
42057,Morgan,M,25,1896
42058,Sanford,M,25,1896
42059,Sol,M,25,1896
42060,Verne,M,25,1896
42061,Warner,M,25,1896
42062,Wm,M,25,1896
42063,Bradley,M,24,1896
42064,Dee,M,24,1896
42065,Elmore,M,24,1896
42066,King,M,24,1896
42067,Noble,M,24,1896
42068,Randolph,M,24,1896
42069,Watson,M,24,1896
42070,Casper,M,23,1896
42071,Elisha,M,23,1896
42072,Elmo,M,23,1896
42073,Garland,M,23,1896
42074,Jefferson,M,23,1896
42075,Josh,M,23,1896
42076,Lyman,M,23,1896
42077,Merrill,M,23,1896
42078,Otho,M,23,1896
42079,Ronald,M,23,1896
42080,Adrian,M,22,1896
42081,Benjiman,M,22,1896
42082,Cyrus,M,22,1896
42083,Isaiah,M,22,1896
42084,Napoleon,M,22,1896
42085,Turner,M,22,1896
42086,Wilmer,M,22,1896
42087,Adolphus,M,21,1896
42088,Buster,M,21,1896
42089,Cary,M,21,1896
42090,Davis,M,21,1896
42091,Elvin,M,21,1896
42092,Emmet,M,21,1896
42093,Fay,M,21,1896
42094,Gust,M,21,1896
42095,Jesus,M,21,1896
42096,Jonas,M,21,1896
42097,Nels,M,21,1896
42098,Otha,M,21,1896
42099,Sterling,M,21,1896
42100,Winfield,M,21,1896
42101,Arlie,M,20,1896
42102,Avery,M,20,1896
42103,Berry,M,20,1896
42104,Bishop,M,20,1896
42105,Chauncey,M,20,1896
42106,Crawford,M,20,1896
42107,Dorsey,M,20,1896
42108,Emerson,M,20,1896
42109,Evans,M,20,1896
42110,Garfield,M,20,1896
42111,Granville,M,20,1896
42112,Hardy,M,20,1896
42113,Johnson,M,20,1896
42114,Lemuel,M,20,1896
42115,Lige,M,20,1896
42116,Lionel,M,20,1896
42117,Price,M,20,1896
42118,Rolland,M,20,1896
42119,Rupert,M,20,1896
42120,Stuart,M,20,1896
42121,Terry,M,20,1896
42122,Truman,M,20,1896
42123,Wilber,M,20,1896
42124,Wyatt,M,20,1896
42125,Abram,M,19,1896
42126,Arch,M,19,1896
42127,Arther,M,19,1896
42128,Benton,M,19,1896
42129,Buck,M,19,1896
42130,Clare,M,19,1896
42131,Early,M,19,1896
42132,Elza,M,19,1896
42133,Frances,M,19,1896
42134,Freddie,M,19,1896
42135,Hal,M,19,1896
42136,Lucian,M,19,1896
42137,Maynard,M,19,1896
42138,Milford,M,19,1896
42139,Ole,M,19,1896
42140,Orval,M,19,1896
42141,Ramon,M,19,1896
42142,Tomas,M,19,1896
42143,Valentine,M,19,1896
42144,Albin,M,18,1896
42145,Allison,M,18,1896
42146,Alma,M,18,1896
42147,Bennett,M,18,1896
42148,Chas,M,18,1896
42149,Clarance,M,18,1896
42150,Coleman,M,18,1896
42151,Gabriel,M,18,1896
42152,Hallie,M,18,1896
42153,Jonathan,M,18,1896
42154,Mahlon,M,18,1896
42155,Mason,M,18,1896
42156,Morton,M,18,1896
42157,Ruby,M,18,1896
42158,Sim,M,18,1896
42159,Vance,M,18,1896
42160,Vivian,M,18,1896
42161,Wendell,M,18,1896
42162,Wilford,M,18,1896
42163,Abner,M,17,1896
42164,Alvah,M,17,1896
42165,Anna,M,17,1896
42166,Archibald,M,17,1896
42167,Aron,M,17,1896
42168,Buford,M,17,1896
42169,Cleve,M,17,1896
42170,Dean,M,17,1896
42171,Elton,M,17,1896
42172,Frederic,M,17,1896
42173,Haywood,M,17,1896
42174,Justin,M,17,1896
42175,Lacy,M,17,1896
42176,Merton,M,17,1896
42177,Phil,M,17,1896
42178,Raleigh,M,17,1896
42179,Steven,M,17,1896
42180,Tommy,M,17,1896
42181,Adelbert,M,16,1896
42182,Benny,M,16,1896
42183,Bertrand,M,16,1896
42184,Ezekiel,M,16,1896
42185,Hans,M,16,1896
